food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
Propel Zero Powder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Pure Boost Energy Drink Mix,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Quake Energy Berry Blast Slurpee,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Quake Energy Drink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Raze Energy Drink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Reign Total Body Fuel,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rip It Energy Drink,260,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Boom,280,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Energy Drink (Original),250,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Halo Infinite,250,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Juiced,30,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Punched,260,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Pure Zero,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Recovery,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Sugar Free,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Thermo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar XDurance,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Zero Carb,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rogue Energy Drink Mix,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rowdy Energy Drink,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Sneak Energy Drink Mix,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Solimo Energy Drink,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Speed Energy Fuel,240,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Spider Energy Drink,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Spike Hardcore Energy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Triton Energy Drink,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
True Lemon Energy Mix,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Ugly Energy Water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Venom Death Adder,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Wired X 3000 Energy Drink,220,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Wired X Berry Rush,220,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Wired X344 Energy Drink,220,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Xyience Energy Drink,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
ZipFizz Energy Drink Mix,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Zoa Energy Drink,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Java Monster,220,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Java Monster 300,200,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Muscle Monster,180,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Rockstar Organic Energy Drink,180,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Starbucks Triple Shot Energy,210,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Alani Nu Energy Drink,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
ALL IN Energy Drink,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
AXIO Energy Drink Mix,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Bing Energy Drink,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
BreinFuel,110,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Burn Energy Drink,163,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
C4 On The Go,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Celsius Energy Drink,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Celsius Stevia,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Coca-Cola Cherry Vanilla,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Coca-Cola Energy,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Cocaine Energy Drink,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Dark Dog Organic Energy,110,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Duff Energy Drink,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
EBOOST Super Fuel,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
EnerBee Energy Drink,80,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Go Girl Energy Drink,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
GURU Energy Drink,115,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Hyde Xtreme,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Java Kick Coffee Cola,130,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Kill Cliff Energy X Recover,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Kill Cliff Ignite,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Kona Gold Energy Drink,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Marquis Energy Drink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
MATI Energy Drink,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Meltdown Ketone Drink,18,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Monster Maxx,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Nerd Focus,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Octane Energy Drink Mix,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Red Power Elixir,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Red Thunder Energy Drink,156,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
RootJack Caffeinated Pirate Root Beer,200,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Runa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Sambazon Amazon Energy Drink,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Spike Shooter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Steaz Energy,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
T-Virus Antidote,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Tru Energy Wakeup,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
UPTIME Energy Drink,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
USANA Rev3 Energy Drink,105,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Xtreme Shock Energy Drink,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Zest Sparkling Tea,60,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Zevia Energy Drink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Cran Energy Juice,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Mamma Chia Energy,110,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Oikos Pro Fuel,130,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Advocare Slim,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Arbonne Energy Fizz Stck,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Berocca,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Best Choice Strawberry Energy Drink Mix,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
EBOOST Energy Drink Mix,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
EBOOST Workout Crusher Mix,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Great Value Energy Drink Enhancers,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Kin Spritz,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
LYFT Energy Mix,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
PerformElite Pre-Workout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Perk Energy Beverage,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Redline Princess,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Redline Xtreme Energy Drink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Roaring Lion Energy Drink,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Spark Energy Drink Mix,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
V8 +Energy Drink,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Drinks
Spike Energy Double Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Zombie Blood Energy Potion,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Proper Wild Energy Shot,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Redline Max 300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
5 Hour Energy,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
5 Hour Energy Extra Strength,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
E6 Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Eternal Energy Extra Strength,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Eternal Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Woke Up Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Equip Pure Energy Shot,35,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Mana Energy Potion,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Clif Shot Energy Gel,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Screamin Energy Max Hit,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Vital 4U Liquid Energy,34,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Kaffn8 Liquified Caffeine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Bang Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Redline Xtreme Shot,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
7-Eleven Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Advocare Slam Energy Shot,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Balance Active Shot,80,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Balance Energy Shot,77,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Forto Organic Coffee Shot,35,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Kirkland Energy Shot,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Neu Nootropic Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Nutramint Smart Serum,45,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Performance Caffeine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Phoenix Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Red Thunder Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Red Thunder Extra Strength,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Reed's Ginger Energize Shot,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Rip It Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Stacker Extreme Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Tweaker Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
TruBrain Extra,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
X-Mode Energy Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Shots
Red Bull Simply Cola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Afri Cola,139,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Fritz Kola (EU),135,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pepsi Max (UK),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Premium Cola (EU),132,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Tropicana Twister Soda,320,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Bawls,190,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Kickstart,80,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Sprecher Cherry Cola,240,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
7-Up,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
A&W Cream Soda,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
A&W Root Beer,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
A&W Zero Sugar Cream Soda,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Ale 8 1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Barqs Red Creme Soda,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Barqs Root Beer,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Big Red Soda,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Canada Dry Green Tea Ginger Ale,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Cheerwine,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Caffeine Free,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Cherry,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Cherry Zero Sugar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Classic,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Orange Vanilla,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Vanilla,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Vanilla Zero Sugar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola With Coffee,70,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Coca-Cola Zero Sugar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Barqs Root Beer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Cheerwine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Coke,1 cal,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Coke with Splenda,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Dr Pepper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Mountain Dew,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Pepsi,0 cal,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet RC Cola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Diet Wild Cherry Pepsi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
doc Soda,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Double Cola,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Dr Pepper,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Dr Pepper 10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Dr Shasta Soda,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Fanta,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Faygo Cola,165,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Faygo Moon Mist,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Fresca,0 cal,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Ginger Ale,140,0,0,0,17.5,0,17.4,,0.024,,,,0.043,,,,,,,,,,,,,,,Soft Drinks
Green Cola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
IBC Root Beer,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Inca Kola,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Kickapoo Soda: Joy Juice & Fruit Shine,190,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mello Yello,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Baja Blast,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Code Red,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Live Wire,180,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Major Melon,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Voltage,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mountain Dew Zero Sugar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Moxie Soda,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mug Root Beer,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Orange Crush,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
PC Cola,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
PC Cola Diet,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pepsi,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pepsi Caffeine Free,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pepsi Made With Sugar,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pepsi Zero Sugar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Pibb Xtra,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
RC (Royal Crown) Cola,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Ritz Cola,144,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Ruby Red Squirt,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Sarsaparilla,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Shasta Cola,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Shasta Diet Cola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Shasta Mountain Rush,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Ski Soda,180,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Slurpee,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Sprite,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Squirt Soda,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Starbucks Refreshers Canned,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Sun Drop Soda,170,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Sunkist Orange Soda,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Vernors Ginger Ale,140,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Wave Soda,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Wild Cherry Pepsi,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Zevia Cola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Boost Nutritional Drink,240,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Mucho Mango Energy Drink,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
Soda Stream,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Drinks
PG Tips Black Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Sencha Green Tea Shot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Xingtea Iced Green Tea,50,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Gold Peak Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Pure Leaf Iced Tea,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Honest Iced Tea,70,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Nestea Iced Tea,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Oi Ocha Green Tea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Teas' Tea Oolong,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Guayaki Canned Yerba Mate,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Inko's White Tea Energy,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Master Brew Kombucha,60,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
McDonalds Sweet Tea,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Dunkin' Donuts Iced Tea,230,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Fuze Iced Tea,160,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Peace Tea,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Lipton Iced Tea,110,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
SoBe Green Tea,200,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Arizona Iced Tea,190,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Biggby Iced Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Chick-fil-A Iced Tea,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Guayaki Yerba Mate Bottled Tea,80,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Snapple Tea,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Southern Sweet Tea,128,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Taiwanese Milk Tea,299,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Wendy's Iced Tea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Xing Craft Brew,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Brew Dr Kombucha Uplift,80,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Brisk Iced Tea,70,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
KOE Kombucha,35,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tejava Iced Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Turkey Hill Iced Tea,120,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Big Train Spiced Chai,210,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Bigelow Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Brown Rice Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Chai Tea,0 cal,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Cold Brew Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Crystal Light Iced Tea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Fast Lane Black Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Guayusa Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
HICAF Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
K Cup Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Kombucha Tea,30,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Lipton Natural Energy Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Lipton Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Matcha Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Morning Thunder Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tazo Chai,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Black),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Decaf),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Green),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Herbal),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Iced),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Instant),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Jasmine),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (Oolong),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Tea (White),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Teavana Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Twig Tea (Kukicha),0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Waka Instant Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Yellow Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Yerba Mate Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
YMateina Yerba Mate,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Zest Highly Caffeinated Tea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Oregon Chai Tea,130,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Pacific Chai,90,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea
Perrier Energize,35,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
3 Water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
Heroec Energy Water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
Caribou BOUsted Sparkling Water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
Phocus Sparkling Water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
